("xmonad","0.9.1",Just "http://www.archlinux.org/packages/community/i686/xmonad/")
("free-theorems","0.3.1.2",Just "http://aur.archlinux.org/packages.php?ID=20786")
("fsmActions","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=27835")
("fingertree-psqueue","0.1",Just "http://aur.archlinux.org/packages.php?ID=27827")
("fst","0.9",Just "http://aur.archlinux.org/packages.php?ID=18120")
("FiniteMap","0.1",Just "http://aur.archlinux.org/packages.php?ID=17586")
("FTGL","1.333",Just "http://aur.archlinux.org/packages.php?ID=18918")
("first-class-patterns","0.1.0",Just "http://aur.archlinux.org/packages.php?ID=28749")
("fixpoint","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=18118")
("ftphs","1.0.5",Just "http://aur.archlinux.org/packages.php?ID=18121")
("full-sessions","0.6.2",Just "http://aur.archlinux.org/packages.php?ID=27616")
("funcmp","1.2",Just "http://aur.archlinux.org/packages.php?ID=18122")
("FunGEn","0.1",Just "http://aur.archlinux.org/packages.php?ID=20020")
("funsat","0.6.0",Just "http://aur.archlinux.org/packages.php?ID=18123")
("future","2.0.0",Just "http://aur.archlinux.org/packages.php?ID=24512")
("game-tree","0.1.0.0",Just "http://aur.archlinux.org/packages.php?ID=25007")
("generator","0.5.3",Just "http://aur.archlinux.org/packages.php?ID=28753")
("garsia-wachs","1.2",Just "http://aur.archlinux.org/packages.php?ID=20149")
("genericserialize","0.1",Just "http://aur.archlinux.org/packages.php?ID=18099")
("gd","3000.4.0",Just "http://aur.archlinux.org/packages.php?ID=17821")
("geohash","1.0.1",Just "http://aur.archlinux.org/packages.php?ID=33628")
("GeoIp","0.3",Just "http://aur.archlinux.org/packages.php?ID=17622")
("ghc-events","0.2",Just "http://aur.archlinux.org/packages.php?ID=33612")
("ghc-mtl","1.0.1.0",Just "http://aur.archlinux.org/packages.php?ID=23059")
("ghc-paths","0.1.0.6",Just "http://aur.archlinux.org/packages.php?ID=18237")
("ghc-syb","0.1.2.2",Just "http://aur.archlinux.org/packages.php?ID=21535")
("GHood","0.0.3",Just "http://aur.archlinux.org/packages.php?ID=22434")
("GLFW","0.4.2",Just "http://aur.archlinux.org/packages.php?ID=17833")
("GLFW-OGL","0.0",Just "http://aur.archlinux.org/packages.php?ID=21740")
("Glob","0.5",Just "http://aur.archlinux.org/packages.php?ID=23565")
("flock","0.1",Just "http://aur.archlinux.org/packages.php?ID=18119")
("flow2dot","0.6.1",Just "http://aur.archlinux.org/packages.php?ID=23561")
("fmlist","0.8",Just "http://aur.archlinux.org/packages.php?ID=27810")
("formlets","0.6.1",Just "http://aur.archlinux.org/packages.php?ID=18750")
("GoogleChart","0.2",Just "http://aur.archlinux.org/packages.php?ID=17587")
("GoogleSB","0.1",Just "http://aur.archlinux.org/packages.php?ID=27805")
("gpcsets","0.9.2.0",Just "http://aur.archlinux.org/packages.php?ID=26383")
("gps","0.4.0",Just "http://aur.archlinux.org/packages.php?ID=27753")
("grapefruit-examples","0.0.0.0",Just "http://aur.archlinux.org/packages.php?ID=23911")
("grapefruit-frp","0.0.0.0",Just "http://aur.archlinux.org/packages.php?ID=23867")
("grapefruit-records","0.0.0.0",Just "http://aur.archlinux.org/packages.php?ID=23868")
("grapefruit-ui","0.0.0.0",Just "http://aur.archlinux.org/packages.php?ID=23869")
("grapefruit-ui-gtk","0.0.0.0",Just "http://aur.archlinux.org/packages.php?ID=23910")
("Graphalyze","0.8.0.0",Just "http://aur.archlinux.org/packages.php?ID=20396")
("graphics-drawingcombinators","1.0.3",Just "http://aur.archlinux.org/packages.php?ID=18124")
("GlomeVec","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=33630")
("graphicsFormats","0.1",Just "http://aur.archlinux.org/packages.php?ID=21106")
("GLURaw","1.1.0.0",Just "http://aur.archlinux.org/packages.php?ID=28725")
("GLUT","2.1.1.2",Just "http://aur.archlinux.org/packages.php?ID=17899")
("GraphSCC","1.0.2",Just "http://aur.archlinux.org/packages.php?ID=18218")
("gmap","0.1",Just "http://aur.archlinux.org/packages.php?ID=22454")
("graphviz","2999.6.0.0",Just "http://aur.archlinux.org/packages.php?ID=18343")
("gravatar","0.3",Just "http://aur.archlinux.org/packages.php?ID=18125")
("GroteTrap","0.5",Just "http://aur.archlinux.org/packages.php?ID=17588")
("groupoid","0.1.0",Just "http://aur.archlinux.org/packages.php?ID=30537")
("GrowlNotify","0.4",Just "http://aur.archlinux.org/packages.php?ID=17652")
("gtk2hs-cast-glib","0.10.1.1",Just "http://aur.archlinux.org/packages.php?ID=27534")
("gsasl","0.2",Just "http://aur.archlinux.org/packages.php?ID=27828")
("gtk2hs-cast-gnomevfs","0.10.1.2",Just "http://aur.archlinux.org/packages.php?ID=27575")
("gsl-random","0.3.1",Just "http://aur.archlinux.org/packages.php?ID=19416")
("gtk2hs-cast-gtk","0.10.1.2",Just "http://aur.archlinux.org/packages.php?ID=27577")
("gtk2hs-cast-glade","0.10.1.1",Just "http://aur.archlinux.org/packages.php?ID=27539")
("gtk2hs-cast-gtkglext","0.10.1.2",Just "http://aur.archlinux.org/packages.php?ID=27578")
("gtk2hs-cast-gtksourceview2","0.10.1.2",Just "http://aur.archlinux.org/packages.php?ID=27579")
("gtk2hs-cast-th","0.10.1.0",Just "http://aur.archlinux.org/packages.php?ID=27574")
("Gtk2hsGenerics","0.1",Just "http://aur.archlinux.org/packages.php?ID=28023")
("gtk2hs-rpn","0.1",Just "http://aur.archlinux.org/packages.php?ID=26379")
("hack","2009.10.30",Just "http://aur.archlinux.org/packages.php?ID=26161")
("hack-contrib","2010.1.24",Just "http://aur.archlinux.org/packages.php?ID=26210")
("hack-contrib-press","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=29342")
("hack-frontend-happstack","2009.6.24.1",Just "http://aur.archlinux.org/packages.php?ID=27817")
("hack-frontend-monadcgi","0.0.3",Just "http://aur.archlinux.org/packages.php?ID=27428")
("hack-handler-cgi","0.2.0",Just "http://aur.archlinux.org/packages.php?ID=27624")
("gnuplot","0.3.3",Just "http://aur.archlinux.org/packages.php?ID=20788")
("goa","3.0.2",Just "http://aur.archlinux.org/packages.php?ID=18922")
("gofer-prelude","2.30.2",Just "http://aur.archlinux.org/packages.php?ID=23567")
("hack-middleware-jsonp","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=27582")
("haha","0.3.1",Just "http://aur.archlinux.org/packages.php?ID=23912")
("hake","1.3.3",Just "http://aur.archlinux.org/packages.php?ID=20924")
("HaLeX","1.1.1",Just "http://aur.archlinux.org/packages.php?ID=17653")
("halfs","0.2",Just "http://aur.archlinux.org/packages.php?ID=18126")
("hamusic","0.1.2.1",Just "http://aur.archlinux.org/packages.php?ID=21174")
("HAppS-Data","0.9.3",Just "http://aur.archlinux.org/packages.php?ID=19955")
("HAppSHelpers","0.10",Just "http://aur.archlinux.org/packages.php?ID=21789")
("HAppS-IxSet","0.9.3",Just "http://aur.archlinux.org/packages.php?ID=19957")
("hack-handler-fastcgi","0.2.0",Just "http://aur.archlinux.org/packages.php?ID=27626")
("HAppS-Server","0.9.3.1",Just "http://aur.archlinux.org/packages.php?ID=19958")
("hack-handler-happstack","2009.6.24",Just "http://aur.archlinux.org/packages.php?ID=26209")
("HAppS-State","0.9.3",Just "http://aur.archlinux.org/packages.php?ID=19956")
("hack-handler-hyena","2010.1.18",Just "http://aur.archlinux.org/packages.php?ID=27816")
("happstack","0.3.2",Just "http://aur.archlinux.org/packages.php?ID=24426")
("happstack-data","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=23712")
("happstack-fastcgi","0.1.4",Just "http://aur.archlinux.org/packages.php?ID=26170")
("happstack-helpers","0.30",Just "http://aur.archlinux.org/packages.php?ID=23719")
("happstack-ixset","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=23714")
("happstack-server","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=23713")
("happstack-util","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=23710")
("happstack-state","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=23715")
("HAppS-Util","0.9.3",Just "http://aur.archlinux.org/packages.php?ID=17834")
("HARM","0.1.4",Just "http://aur.archlinux.org/packages.php?ID=21913")
("harp","0.4",Just "http://aur.archlinux.org/packages.php?ID=18127")
("harpy","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=18128")
("hasim","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=18187")
("haskeline-class","0.6.1",Just "http://aur.archlinux.org/packages.php?ID=27806")
("haskell98","1.0.1.0",Just "http://aur.archlinux.org/packages.php?ID=19698")
("haskelldb","0.12",Just "http://aur.archlinux.org/packages.php?ID=23936")
("haskelldb-hdbc","0.12",Just "http://aur.archlinux.org/packages.php?ID=23937")
("haskelldb-hdbc-odbc","0.12",Just "http://aur.archlinux.org/packages.php?ID=23938")
("haskelldb-hdbc-postgresql","0.12",Just "http://aur.archlinux.org/packages.php?ID=23939")
("haskelldb-hdbc-sqlite3","0.12",Just "http://aur.archlinux.org/packages.php?ID=23940")
("hack-handler-kibro","2009.5.27",Just "http://aur.archlinux.org/packages.php?ID=27478")
("hack-handler-simpleserver","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=28785")
("HackMail","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=25061")
("hack-middleware-cleanpath","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=27623")
("hack-middleware-gzip","0.0.0",Just "http://aur.archlinux.org/packages.php?ID=27477")
("haskell-src-meta","0.0.5",Just "http://aur.archlinux.org/packages.php?ID=22451")
("haskell-tyrant","0.2",Just "http://aur.archlinux.org/packages.php?ID=25017")
("haskgame","0.0.6",Just "http://aur.archlinux.org/packages.php?ID=23717")
("haskore","0.1",Just "http://aur.archlinux.org/packages.php?ID=20383")
("haskore-realtime","0.1",Just "http://aur.archlinux.org/packages.php?ID=20392")
("haskore-supercollider","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=20393")
("haskore-synthesizer","0.0.3",Just "http://aur.archlinux.org/packages.php?ID=20395")
("haskore-vintage","0.1",Just "http://aur.archlinux.org/packages.php?ID=26134")
("HaXml","1.20.2",Just "http://aur.archlinux.org/packages.php?ID=17803")
("haxr","3000.5",Just "http://aur.archlinux.org/packages.php?ID=19960")
("HCard","0.0",Just "http://aur.archlinux.org/packages.php?ID=26125")
("hcheat","2010.1.16",Just "http://aur.archlinux.org/packages.php?ID=21327")
("HCL","1.4",Just "http://aur.archlinux.org/packages.php?ID=17835")
("HCodecs","0.1",Just "http://aur.archlinux.org/packages.php?ID=17589")
("hCsound","0.2",Just "http://aur.archlinux.org/packages.php?ID=18267")
("hdaemonize","0.2",Just "http://aur.archlinux.org/packages.php?ID=24314")
("HDBC","2.2.2",Just "http://aur.archlinux.org/packages.php?ID=16103")
("HDBC-mysql","0.6",Just "http://aur.archlinux.org/packages.php?ID=23410")
("HDBC-odbc","2.2.0.0",Just "http://aur.archlinux.org/packages.php?ID=17654")
("HDBC-postgresql","2.2.0.0",Just "http://aur.archlinux.org/packages.php?ID=19755")
("HDBC-sqlite3","2.2.0.0",Just "http://aur.archlinux.org/packages.php?ID=17836")
("hdbc-tuple","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=24310")
("hdf","0.7",Just "http://aur.archlinux.org/packages.php?ID=27739")
("heap","1.0.0",Just "http://aur.archlinux.org/packages.php?ID=17500")
("hecc","0.2",Just "http://aur.archlinux.org/packages.php?ID=29981")
("Hedi","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=17742")
("HERA","0.2",Just "http://aur.archlinux.org/packages.php?ID=22437")
("hetero-map","0.21",Just "http://aur.archlinux.org/packages.php?ID=23113")
("hex","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=27397")
("hexdump","0.1",Just "http://aur.archlinux.org/packages.php?ID=19371")
("hexpat","0.9",Just "http://aur.archlinux.org/packages.php?ID=17594")
("hexpat-pickle","0.3.1",Just "http://aur.archlinux.org/packages.php?ID=23708")
("hfann","0.2",Just "http://aur.archlinux.org/packages.php?ID=19683")
("haskelldb-th","1.2",Just "http://aur.archlinux.org/packages.php?ID=26130")
("HaskellForMaths","0.2.0",Just "http://aur.archlinux.org/packages.php?ID=27777")
("haskell-lexer","1.0",Just "http://aur.archlinux.org/packages.php?ID=20404")
("HaskellNet","0.2.1",Just "http://aur.archlinux.org/packages.php?ID=27472")
("hgeometric","0.0.2.2",Just "http://aur.archlinux.org/packages.php?ID=18130")
("haskell-src-exts","1.7.2",Just "http://aur.archlinux.org/packages.php?ID=18129")
("hgettext","0.1.10",Just "http://aur.archlinux.org/packages.php?ID=25065")
("HGL","3.2.0.2",Just "http://aur.archlinux.org/packages.php?ID=17655")
("Hieroglyph","3.85",Just "http://aur.archlinux.org/packages.php?ID=23057")
("higherorder","0.0",Just "http://aur.archlinux.org/packages.php?ID=23849")
("highlighting-kate","0.2.5.1",Just "http://aur.archlinux.org/packages.php?ID=17656")
("hinotify","0.3.1",Just "http://aur.archlinux.org/packages.php?ID=17596")
("hinstaller","2008.2.16",Just "http://aur.archlinux.org/packages.php?ID=17597")
("hint","0.3.1.0",Just "http://aur.archlinux.org/packages.php?ID=17657")
("hint-server","1.1.0",Just "http://aur.archlinux.org/packages.php?ID=33703")
("hinze-streams","1.0",Just "http://aur.archlinux.org/packages.php?ID=26220")
("Hipmunk","5.0.0",Just "http://aur.archlinux.org/packages.php?ID=18659")
("histogram-fill","0.1.0",Just "http://aur.archlinux.org/packages.php?ID=30322")
("HJavaScript","0.4.5",Just "http://aur.archlinux.org/packages.php?ID=17837")
("hfov","0.5",Just "http://aur.archlinux.org/packages.php?ID=18917")
("hjs","0.2.1",Just "http://aur.archlinux.org/packages.php?ID=18131")
("HJScript","0.4.7",Just "http://aur.archlinux.org/packages.php?ID=18132")
("hlibev","0.2",Just "http://aur.archlinux.org/packages.php?ID=20427")
("HList","0.2",Just "http://aur.archlinux.org/packages.php?ID=17658")
("hlongurl","0.9.3",Just "http://aur.archlinux.org/packages.php?ID=22452")
("hmatrix-static","0.1",Just "http://aur.archlinux.org/packages.php?ID=26133")
("hmarkup","3000.0.1",Just "http://aur.archlinux.org/packages.php?ID=17623")
("hmeap","0.7",Just "http://aur.archlinux.org/packages.php?ID=21751")
("hmatrix","0.8.2.0",Just "http://aur.archlinux.org/packages.php?ID=17644")
("hmidi","0.1",Just "http://aur.archlinux.org/packages.php?ID=20244")
("hmk","0.9.5",Just "http://aur.archlinux.org/packages.php?ID=31113")
("hmm","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=17598")
("hmpfr","0.3",Just "http://aur.archlinux.org/packages.php?ID=20081")
("hmt","0.1",Just "http://aur.archlinux.org/packages.php?ID=27741")
("HNM","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=22479")
("hoauth","0.1.9",Just "http://aur.archlinux.org/packages.php?ID=29583")
("HODE","2008.10.27",Just "http://aur.archlinux.org/packages.php?ID=21014")
("hogg","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=22475")
("HoleyMonoid","0.1",Just "http://aur.archlinux.org/packages.php?ID=33623")
("Holumbus-Distribution","0.0.1.1",Just "http://aur.archlinux.org/packages.php?ID=24513")
("HFuse","0.2.1",Just "http://aur.archlinux.org/packages.php?ID=17590")
("hgal","1.0.2",Just "http://aur.archlinux.org/packages.php?ID=19686")
("hgalib","0.2",Just "http://aur.archlinux.org/packages.php?ID=19366")
("hgdbmi","0.1",Just "http://aur.archlinux.org/packages.php?ID=17595")
("hp2any-core","0.10.0",Just "http://aur.archlinux.org/packages.php?ID=29355")
("hpapi","0.0.1.0",Just "http://aur.archlinux.org/packages.php?ID=21472")
("hpc","0.5.0.3",Just "http://aur.archlinux.org/packages.php?ID=17922")
("hpc-strobe","0.1",Just "http://aur.archlinux.org/packages.php?ID=26381")
("HPDF","1.4.2",Just "http://aur.archlinux.org/packages.php?ID=17659")
("HPlot","0.3",Just "http://aur.archlinux.org/packages.php?ID=27395")
("hps","0.1",Just "http://aur.archlinux.org/packages.php?ID=27742")
("hps-cairo","0.1",Just "http://aur.archlinux.org/packages.php?ID=27744")
("hS3","0.5.1",Just "http://aur.archlinux.org/packages.php?ID=18134")
("HsASA","0.1",Just "http://aur.archlinux.org/packages.php?ID=19505")
("hsc3","0.7",Just "http://aur.archlinux.org/packages.php?ID=17601")
("hsc3-db","0.7",Just "http://aur.archlinux.org/packages.php?ID=27743")
("Holumbus-MapReduce","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=24515")
("hsc3-dot","0.7",Just "http://aur.archlinux.org/packages.php?ID=21298")
("Holumbus-Storage","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=24514")
("hsc3-process","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=21752")
("hsc3-rec","0.7",Just "http://aur.archlinux.org/packages.php?ID=27745")
("hsc3-sf","0.7",Just "http://aur.archlinux.org/packages.php?ID=27740")
("hsc3-unsafe","0.7",Just "http://aur.archlinux.org/packages.php?ID=21297")
("hscamwire","0.2.1",Just "http://aur.archlinux.org/packages.php?ID=28133")
("hsConfigure","0.1",Just "http://aur.archlinux.org/packages.php?ID=20604")
("hs-captcha","1.0",Just "http://aur.archlinux.org/packages.php?ID=33640")
("hscurses","1.3.0.2",Just "http://aur.archlinux.org/packages.php?ID=17624")
("hsdip","0.1",Just "http://aur.archlinux.org/packages.php?ID=17744")
("hsdns","1.4.1",Just "http://aur.archlinux.org/packages.php?ID=17745")
("hs-dotnet","0.4.0",Just "http://aur.archlinux.org/packages.php?ID=23200")
("hsemail","1.3",Just "http://aur.archlinux.org/packages.php?ID=17746")
("hsemail-ns","1.3.2",Just "http://aur.archlinux.org/packages.php?ID=30449")
("hs-fltk","0.2.5",Just "http://aur.archlinux.org/packages.php?ID=19652")
("hs-gizapp","0.1.0.1",Just "http://aur.archlinux.org/packages.php?ID=23083")
("hsgnutls","0.2.3.2",Just "http://aur.archlinux.org/packages.php?ID=18527")
("hsgsom","0.1.0",Just "http://aur.archlinux.org/packages.php?ID=26179")
("HSH","2.0.3",Just "http://aur.archlinux.org/packages.php?ID=17838")
("HsHaruPDF","0.0.0",Just "http://aur.archlinux.org/packages.php?ID=17660")
("HSHHelpers","0.19",Just "http://aur.archlinux.org/packages.php?ID=21325")
("homeomorphic","0.1",Just "http://aur.archlinux.org/packages.php?ID=17599")
("hommage","0.0.5",Just "http://aur.archlinux.org/packages.php?ID=26140")
("hommage-ds","0.0.5",Just "http://aur.archlinux.org/packages.php?ID=29305")
("hopenssl","1.2",Just "http://aur.archlinux.org/packages.php?ID=17743")
("hosc","0.7",Just "http://aur.archlinux.org/packages.php?ID=17600")
("hslua","0.2",Just "http://aur.archlinux.org/packages.php?ID=17747")
("hsmagick","0.3",Just "http://aur.archlinux.org/packages.php?ID=17906")
("hsmtpclient","1.0",Just "http://aur.archlinux.org/packages.php?ID=29626")
("hsndfile","0.3.3",Just "http://aur.archlinux.org/packages.php?ID=17839")
("hsntp","0.1",Just "http://aur.archlinux.org/packages.php?ID=17748")
("HsOpenSSL","0.7",Just "http://aur.archlinux.org/packages.php?ID=17661")
("HSoundFile","0.2.2",Just "http://aur.archlinux.org/packages.php?ID=17662")
("hsp","0.4.5",Just "http://aur.archlinux.org/packages.php?ID=18135")
("hsparklines","0.1.0",Just "http://aur.archlinux.org/packages.php?ID=17822")
("hsparql","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=28081")
("HsParrot","0.0.2",Just "http://aur.archlinux.org/packages.php?ID=17951")
("hsp-cgi","0.4.4",Just "http://aur.archlinux.org/packages.php?ID=18136")
("HsPerl5","0.0.6",Just "http://aur.archlinux.org/packages.php?ID=18238")
("hs-pgms","0.1.0.1",Just "http://aur.archlinux.org/packages.php?ID=18133")
("HsHyperEstraier","0.3.1",Just "http://aur.archlinux.org/packages.php?ID=23229")
("hspread","0.3.3",Just "http://aur.archlinux.org/packages.php?ID=17749")
("hspr-sh","0.3",Just "http://aur.archlinux.org/packages.php?ID=17840")
("hsql","1.8.1",Just "http://aur.archlinux.org/packages.php?ID=23115")
("hsql-mysql","1.7.1",Just "http://aur.archlinux.org/packages.php?ID=23114")
("hsql-odbc","1.8.1.1",Just "http://aur.archlinux.org/packages.php?ID=29907")
("hsql-sqlite3","1.8.1",Just "http://aur.archlinux.org/packages.php?ID=29908")
("hsql-postgresql","1.8.1",Just "http://aur.archlinux.org/packages.php?ID=23857")
("hsSqlite3","0.1",Just "http://aur.archlinux.org/packages.php?ID=33617")
("hssqlppp","0.0.8",Just "http://aur.archlinux.org/packages.php?ID=30321")
("HsSVN","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=23230")
("HsSyck","0.45",Just "http://aur.archlinux.org/packages.php?ID=17943")
("hstats","0.3",Just "http://aur.archlinux.org/packages.php?ID=17750")
("HStringTemplate","0.6.2",Just "http://aur.archlinux.org/packages.php?ID=17841")
("HStringTemplateHelpers","0.0.10",Just "http://aur.archlinux.org/packages.php?ID=21324")
("hs-twitter","0.2.8",Just "http://aur.archlinux.org/packages.php?ID=27453")
("hsx","0.6.1",Just "http://aur.archlinux.org/packages.php?ID=18137")
("hsXenCtrl","0.0.7",Just "http://aur.archlinux.org/packages.php?ID=17724")
("hsx-xhtml","0.4.4",Just "http://aur.archlinux.org/packages.php?ID=18138")
("hsyslog","1.3",Just "http://aur.archlinux.org/packages.php?ID=17751")
("hszephyr","0.1",Just "http://aur.archlinux.org/packages.php?ID=23707")
("hTensor","0.5.0",Just "http://aur.archlinux.org/packages.php?ID=28760")
("hSimpleDB","0.3",Just "http://aur.archlinux.org/packages.php?ID=29441")
("HsJudy","0.2",Just "http://aur.archlinux.org/packages.php?ID=17978")
("hskeleton","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=26159")
("hslogger","1.0.7",Just "http://aur.archlinux.org/packages.php?ID=17490")
("hslogger-template","1.0.0",Just "http://aur.archlinux.org/packages.php?ID=25019")
("HTTP-Simple","0.2",Just "http://aur.archlinux.org/packages.php?ID=17664")
("http-wget","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=26277")
("hugs2yc","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=23159")
("hunit-gui","0.1.3",Just "http://aur.archlinux.org/packages.php?ID=33690")
("hunit-gui","0.1.3",Just "http://aur.archlinux.org/packages.php?ID=33690")
("HXQ","0.17.2",Just "http://aur.archlinux.org/packages.php?ID=17665")
("hxt","8.5.0",Just "http://aur.archlinux.org/packages.php?ID=17495")
("hxt-filter","8.4.0",Just "http://aur.archlinux.org/packages.php?ID=17752")
("hyena","0.1",Just "http://aur.archlinux.org/packages.php?ID=27802")
("hyphenate","0.1",Just "http://aur.archlinux.org/packages.php?ID=23852")
("i18n","0.3",Just "http://aur.archlinux.org/packages.php?ID=17507")
("iCalendar","0.0",Just "http://aur.archlinux.org/packages.php?ID=21534")
("IcoGrid","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=33631")
("HTF","0.1",Just "http://aur.archlinux.org/packages.php?ID=17663")
("iconv","0.4.0.2",Just "http://aur.archlinux.org/packages.php?ID=17727")
("idna","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=25390")
("IDynamic","0.1",Just "http://aur.archlinux.org/packages.php?ID=33614")
("ieee","0.6",Just "http://aur.archlinux.org/packages.php?ID=17461")
("ieee754-parser","0.1",Just "http://aur.archlinux.org/packages.php?ID=26132")
("ieee-utils","0.4.0",Just "http://aur.archlinux.org/packages.php?ID=19331")
("iException","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=18609")
("IfElse","0.85",Just "http://aur.archlinux.org/packages.php?ID=22473")
("iff","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=17753")
("IFS","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=17666")
("Imlib","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=17667")
("incremental-sat-solver","0.1.7",Just "http://aur.archlinux.org/packages.php?ID=23568")
("IndentParser","0.2.1",Just "http://aur.archlinux.org/packages.php?ID=17668")
("infinite-search","0.12",Just "http://aur.archlinux.org/packages.php?ID=21754")
("infix","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=18139")
("InfixApplicative","1.1",Just "http://aur.archlinux.org/packages.php?ID=21172")
("haskell-in-space","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=17969")
("interleavableIO","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=18610")
("interlude","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=17754")
("interpolatedstring-perl6","0.4",Just "http://aur.archlinux.org/packages.php?ID=28942")
("interpolatedstring-qq","0.1",Just "http://aur.archlinux.org/packages.php?ID=22450")
("io-capture","0.3",Just "http://aur.archlinux.org/packages.php?ID=25021")
("html-minimalist","0.1",Just "http://aur.archlinux.org/packages.php?ID=27746")
("httpd-shed","0.4",Just "http://aur.archlinux.org/packages.php?ID=20629")
("http-monad","0.0.1",Just "http://aur.archlinux.org/packages.php?ID=25460")
("http-shed","0.1",Just "http://aur.archlinux.org/packages.php?ID=20605")
("iproute","0.1",Just "http://aur.archlinux.org/packages.php?ID=33613")
("irc","0.4.4.2",Just "http://aur.archlinux.org/packages.php?ID=17489")
("iteratee","0.3.1",Just "http://aur.archlinux.org/packages.php?ID=24576")
("ivar-simple","0.1.0.1",Just "http://aur.archlinux.org/packages.php?ID=23098")
("ivor","0.1.11",Just "http://aur.archlinux.org/packages.php?ID=28750")
("ix-shapable","0.1.0",Just "http://aur.archlinux.org/packages.php?ID=27396")
("jail","0.0.1.1",Just "http://aur.archlinux.org/packages.php?ID=29645")
("jmacro","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=28762")
("join","0.4",Just "http://aur.archlinux.org/packages.php?ID=22448")
("joinlist","0.2.0",Just "http://aur.archlinux.org/packages.php?ID=30377")
("JsContracts","0.5.1",Just "http://aur.archlinux.org/packages.php?ID=26137")
("jsmw","0.1",Just "http://aur.archlinux.org/packages.php?ID=26176")
("json","0.4.3",Just "http://aur.archlinux.org/packages.php?ID=17480")
("kibro","0.4.3",Just "http://aur.archlinux.org/packages.php?ID=19809")
("KiCS","0.9.2",Just "http://aur.archlinux.org/packages.php?ID=33624")
("KiCS-debugger","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=33627")
("KiCS-prophecy","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=33625")
("kmeans","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=24787")
("kure","0.3.1",Just "http://aur.archlinux.org/packages.php?ID=23068")
("kure-your-boilerplate","0.1.3",Just "http://aur.archlinux.org/packages.php?ID=23069")
("lambdabot-utils","4.2",Just "http://aur.archlinux.org/packages.php?ID=23267")
("language-c","0.3.1.1",Just "http://aur.archlinux.org/packages.php?ID=19082")
("language-python","0.1.1",Just "http://aur.archlinux.org/packages.php?ID=24939")
("language-sh","0.0.3.1",Just "http://aur.archlinux.org/packages.php?ID=23208")
("Lastik","0.4",Just "http://aur.archlinux.org/packages.php?ID=27999")
("lax","0.1.0.0",Just "http://aur.archlinux.org/packages.php?ID=21911")
("lazyarray","0.1.3",Just "http://aur.archlinux.org/packages.php?ID=17756")
("lazyio","0.0.2",Just "http://aur.archlinux.org/packages.php?ID=23097")
("lazysmallcheck","0.5",Just "http://aur.archlinux.org/packages.php?ID=17842")
("lazysplines","0.1",Just "http://aur.archlinux.org/packages.php?ID=26380")
("lcs","0.2",Just "http://aur.archlinux.org/packages.php?ID=17757")
("leapseconds-announced","2009",Just "http://aur.archlinux.org/packages.php?ID=23209")
("lenses","0.1.2",Just "http://aur.archlinux.org/packages.php?ID=29826")
("level-monad","0.4.1",Just "http://aur.archlinux.org/packages.php?ID=23551")
("levmar","0.2.1",Just "http://aur.archlinux.org/packages.php?ID=30293")
